2022-01-23 14:17:06,565 ----- world_size = 4, local_rank = 3
2022-01-23 14:17:07,321 ----- Total # of train batch (single gpu): 1252
2022-01-23 14:17:07,321 ----- Total # of val batch (single gpu): 1563
2022-01-23 14:17:07,523 ----- Pretrained: Load model state from CycleMLP-Epoch-300-Loss-2.9198463886133976
2022-01-23 14:17:07,524 Start training from epoch 1.
2022-01-23 14:17:07,524 Now training epoch 1. LR=0.000004
2022-01-23 14:18:58,166 Epoch[001/050], Step[0000/1252], Avg Loss: 3.4623, Avg Acc: 0.1484
2022-01-23 14:20:41,360 Epoch[001/050], Step[0050/1252], Avg Loss: 2.9179, Avg Acc: 0.4007
2022-01-23 14:22:10,267 Epoch[001/050], Step[0100/1252], Avg Loss: 2.9042, Avg Acc: 0.4311
2022-01-23 14:23:39,005 Epoch[001/050], Step[0150/1252], Avg Loss: 2.9347, Avg Acc: 0.4376
2022-01-23 14:25:08,639 Epoch[001/050], Step[0200/1252], Avg Loss: 2.9138, Avg Acc: 0.4542
2022-01-23 14:26:38,865 Epoch[001/050], Step[0250/1252], Avg Loss: 2.8951, Avg Acc: 0.4635
2022-01-23 14:28:07,106 Epoch[001/050], Step[0300/1252], Avg Loss: 2.9012, Avg Acc: 0.4697
2022-01-23 14:29:36,939 Epoch[001/050], Step[0350/1252], Avg Loss: 2.9244, Avg Acc: 0.4711
2022-01-23 14:31:06,528 Epoch[001/050], Step[0400/1252], Avg Loss: 2.9110, Avg Acc: 0.4741
2022-01-23 14:32:35,518 Epoch[001/050], Step[0450/1252], Avg Loss: 2.9184, Avg Acc: 0.4647
2022-01-23 14:34:04,952 Epoch[001/050], Step[0500/1252], Avg Loss: 2.9224, Avg Acc: 0.4639
2022-01-23 14:35:33,158 Epoch[001/050], Step[0550/1252], Avg Loss: 2.9161, Avg Acc: 0.4557
2022-01-23 14:37:03,630 Epoch[001/050], Step[0600/1252], Avg Loss: 2.9089, Avg Acc: 0.4616
2022-01-23 14:38:34,035 Epoch[001/050], Step[0650/1252], Avg Loss: 2.9104, Avg Acc: 0.4602
2022-01-23 14:40:03,797 Epoch[001/050], Step[0700/1252], Avg Loss: 2.9087, Avg Acc: 0.4576
2022-01-23 14:41:34,487 Epoch[001/050], Step[0750/1252], Avg Loss: 2.9052, Avg Acc: 0.4619
2022-01-23 14:43:03,745 Epoch[001/050], Step[0800/1252], Avg Loss: 2.9122, Avg Acc: 0.4622
2022-01-23 14:44:33,689 Epoch[001/050], Step[0850/1252], Avg Loss: 2.9079, Avg Acc: 0.4648
2022-01-23 14:46:03,645 Epoch[001/050], Step[0900/1252], Avg Loss: 2.9096, Avg Acc: 0.4665
2022-01-23 14:47:34,315 Epoch[001/050], Step[0950/1252], Avg Loss: 2.9112, Avg Acc: 0.4678
2022-01-23 14:49:04,561 Epoch[001/050], Step[1000/1252], Avg Loss: 2.9083, Avg Acc: 0.4668
2022-01-23 14:50:33,957 Epoch[001/050], Step[1050/1252], Avg Loss: 2.9092, Avg Acc: 0.4649
2022-01-23 14:52:03,693 Epoch[001/050], Step[1100/1252], Avg Loss: 2.9114, Avg Acc: 0.4628
2022-01-23 14:53:33,214 Epoch[001/050], Step[1150/1252], Avg Loss: 2.9141, Avg Acc: 0.4632
2022-01-23 14:55:03,696 Epoch[001/050], Step[1200/1252], Avg Loss: 2.9090, Avg Acc: 0.4642
2022-01-23 14:56:32,464 Epoch[001/050], Step[1250/1252], Avg Loss: 2.9090, Avg Acc: 0.4651
2022-01-23 14:56:39,752 ----- Epoch[001/050], Train Loss: 2.9089, Train Acc: 0.4650, time: 2372.22
2022-01-23 14:56:39,753 Now training epoch 2. LR=0.000007
2022-01-23 14:58:25,293 Epoch[002/050], Step[0000/1252], Avg Loss: 3.6857, Avg Acc: 0.3750
2022-01-23 14:59:50,912 Epoch[002/050], Step[0050/1252], Avg Loss: 2.9400, Avg Acc: 0.5365
2022-01-23 15:01:15,486 Epoch[002/050], Step[0100/1252], Avg Loss: 2.9451, Avg Acc: 0.4731
2022-01-23 15:02:39,761 Epoch[002/050], Step[0150/1252], Avg Loss: 2.9261, Avg Acc: 0.4758
2022-01-23 15:04:05,159 Epoch[002/050], Step[0200/1252], Avg Loss: 2.9145, Avg Acc: 0.4813
2022-01-23 15:05:31,023 Epoch[002/050], Step[0250/1252], Avg Loss: 2.9198, Avg Acc: 0.4863
2022-01-23 15:06:54,809 Epoch[002/050], Step[0300/1252], Avg Loss: 2.9169, Avg Acc: 0.4951
2022-01-23 15:08:20,814 Epoch[002/050], Step[0350/1252], Avg Loss: 2.9153, Avg Acc: 0.4885
2022-01-23 15:09:46,584 Epoch[002/050], Step[0400/1252], Avg Loss: 2.9105, Avg Acc: 0.4888
2022-01-23 15:11:11,464 Epoch[002/050], Step[0450/1252], Avg Loss: 2.9022, Avg Acc: 0.4831
2022-01-23 15:12:36,040 Epoch[002/050], Step[0500/1252], Avg Loss: 2.9174, Avg Acc: 0.4747
2022-01-23 15:14:00,430 Epoch[002/050], Step[0550/1252], Avg Loss: 2.9216, Avg Acc: 0.4751
2022-01-23 15:15:24,713 Epoch[002/050], Step[0600/1252], Avg Loss: 2.9202, Avg Acc: 0.4802
2022-01-23 15:16:52,322 Epoch[002/050], Step[0650/1252], Avg Loss: 2.9112, Avg Acc: 0.4844
2022-01-23 15:18:17,457 Epoch[002/050], Step[0700/1252], Avg Loss: 2.9095, Avg Acc: 0.4842
2022-01-23 15:19:44,185 Epoch[002/050], Step[0750/1252], Avg Loss: 2.9052, Avg Acc: 0.4906
2022-01-23 15:21:10,241 Epoch[002/050], Step[0800/1252], Avg Loss: 2.9104, Avg Acc: 0.4879
2022-01-23 15:22:37,653 Epoch[002/050], Step[0850/1252], Avg Loss: 2.9111, Avg Acc: 0.4843
2022-01-23 15:24:04,244 Epoch[002/050], Step[0900/1252], Avg Loss: 2.9124, Avg Acc: 0.4831
2022-01-23 15:25:30,104 Epoch[002/050], Step[0950/1252], Avg Loss: 2.9199, Avg Acc: 0.4835
2022-01-23 15:26:56,741 Epoch[002/050], Step[1000/1252], Avg Loss: 2.9145, Avg Acc: 0.4846
2022-01-23 15:28:24,134 Epoch[002/050], Step[1050/1252], Avg Loss: 2.9113, Avg Acc: 0.4839
2022-01-23 15:29:51,206 Epoch[002/050], Step[1100/1252], Avg Loss: 2.9114, Avg Acc: 0.4823
2022-01-23 15:31:17,815 Epoch[002/050], Step[1150/1252], Avg Loss: 2.9170, Avg Acc: 0.4795
2022-01-23 15:32:44,945 Epoch[002/050], Step[1200/1252], Avg Loss: 2.9160, Avg Acc: 0.4814
2022-01-23 15:34:11,000 Epoch[002/050], Step[1250/1252], Avg Loss: 2.9192, Avg Acc: 0.4815
2022-01-23 15:34:18,180 ----- Epoch[002/050], Train Loss: 2.9192, Train Acc: 0.4814, time: 2258.42
2022-01-23 15:34:18,181 ----- Validation after Epoch: 2
2022-01-23 15:35:31,620 Val Step[0000/1563], Avg Loss: 0.6606, Avg Acc@1: 0.8750, Avg Acc@5: 1.0000
2022-01-23 15:35:33,652 Val Step[0050/1563], Avg Loss: 0.8583, Avg Acc@1: 0.8162, Avg Acc@5: 0.9657
2022-01-23 15:35:35,659 Val Step[0100/1563], Avg Loss: 0.8958, Avg Acc@1: 0.8230, Avg Acc@5: 0.9579
2022-01-23 15:35:37,681 Val Step[0150/1563], Avg Loss: 0.9875, Avg Acc@1: 0.8055, Avg Acc@5: 0.9437
2022-01-23 15:35:39,707 Val Step[0200/1563], Avg Loss: 0.9807, Avg Acc@1: 0.8035, Avg Acc@5: 0.9440
2022-01-23 15:35:41,625 Val Step[0250/1563], Avg Loss: 0.9900, Avg Acc@1: 0.7983, Avg Acc@5: 0.9417
2022-01-23 15:35:43,508 Val Step[0300/1563], Avg Loss: 0.9959, Avg Acc@1: 0.7940, Avg Acc@5: 0.9385
2022-01-23 15:35:45,485 Val Step[0350/1563], Avg Loss: 1.0188, Avg Acc@1: 0.7888, Avg Acc@5: 0.9355
2022-01-23 15:35:47,542 Val Step[0400/1563], Avg Loss: 1.0126, Avg Acc@1: 0.7911, Avg Acc@5: 0.9352
2022-01-23 15:35:49,570 Val Step[0450/1563], Avg Loss: 1.0168, Avg Acc@1: 0.7877, Avg Acc@5: 0.9346
2022-01-23 15:35:51,573 Val Step[0500/1563], Avg Loss: 1.0256, Avg Acc@1: 0.7817, Avg Acc@5: 0.9359
2022-01-23 15:35:53,554 Val Step[0550/1563], Avg Loss: 1.0228, Avg Acc@1: 0.7809, Avg Acc@5: 0.9358
2022-01-23 15:35:55,631 Val Step[0600/1563], Avg Loss: 1.0201, Avg Acc@1: 0.7804, Avg Acc@5: 0.9359
2022-01-23 15:35:57,579 Val Step[0650/1563], Avg Loss: 1.0213, Avg Acc@1: 0.7786, Avg Acc@5: 0.9363
2022-01-23 15:35:59,435 Val Step[0700/1563], Avg Loss: 1.0189, Avg Acc@1: 0.7805, Avg Acc@5: 0.9356
2022-01-23 15:36:01,323 Val Step[0750/1563], Avg Loss: 1.0270, Avg Acc@1: 0.7783, Avg Acc@5: 0.9349
2022-01-23 15:36:03,200 Val Step[0800/1563], Avg Loss: 1.0289, Avg Acc@1: 0.7800, Avg Acc@5: 0.9349
2022-01-23 15:36:05,080 Val Step[0850/1563], Avg Loss: 1.0312, Avg Acc@1: 0.7789, Avg Acc@5: 0.9358
2022-01-23 15:36:07,032 Val Step[0900/1563], Avg Loss: 1.0230, Avg Acc@1: 0.7816, Avg Acc@5: 0.9367
2022-01-23 15:36:08,915 Val Step[0950/1563], Avg Loss: 1.0212, Avg Acc@1: 0.7830, Avg Acc@5: 0.9368
2022-01-23 15:36:10,766 Val Step[1000/1563], Avg Loss: 1.0202, Avg Acc@1: 0.7836, Avg Acc@5: 0.9376
2022-01-23 15:36:12,675 Val Step[1050/1563], Avg Loss: 1.0219, Avg Acc@1: 0.7834, Avg Acc@5: 0.9372
2022-01-23 15:36:14,668 Val Step[1100/1563], Avg Loss: 1.0290, Avg Acc@1: 0.7817, Avg Acc@5: 0.9365
2022-01-23 15:36:16,530 Val Step[1150/1563], Avg Loss: 1.0312, Avg Acc@1: 0.7805, Avg Acc@5: 0.9359
2022-01-23 15:36:18,415 Val Step[1200/1563], Avg Loss: 1.0281, Avg Acc@1: 0.7822, Avg Acc@5: 0.9360
2022-01-23 15:36:20,261 Val Step[1250/1563], Avg Loss: 1.0305, Avg Acc@1: 0.7818, Avg Acc@5: 0.9358
2022-01-23 15:36:22,069 Val Step[1300/1563], Avg Loss: 1.0362, Avg Acc@1: 0.7810, Avg Acc@5: 0.9352
2022-01-23 15:36:23,888 Val Step[1350/1563], Avg Loss: 1.0394, Avg Acc@1: 0.7799, Avg Acc@5: 0.9350
2022-01-23 15:36:25,710 Val Step[1400/1563], Avg Loss: 1.0394, Avg Acc@1: 0.7796, Avg Acc@5: 0.9349
2022-01-23 15:36:27,588 Val Step[1450/1563], Avg Loss: 1.0356, Avg Acc@1: 0.7804, Avg Acc@5: 0.9356
2022-01-23 15:36:29,486 Val Step[1500/1563], Avg Loss: 1.0367, Avg Acc@1: 0.7801, Avg Acc@5: 0.9357
2022-01-23 15:36:31,258 Val Step[1550/1563], Avg Loss: 1.0385, Avg Acc@1: 0.7789, Avg Acc@5: 0.9358
2022-01-23 15:36:33,199 ----- Epoch[002/050], Validation Loss: 1.0398, Validation Acc@1: 0.7781, Validation Acc@5: 0.9357, time: 135.02
2022-01-23 15:36:33,200 Now training epoch 3. LR=0.000010
2022-01-23 15:38:18,881 Epoch[003/050], Step[0000/1252], Avg Loss: 1.8264, Avg Acc: 0.8398
2022-01-23 15:39:46,264 Epoch[003/050], Step[0050/1252], Avg Loss: 2.7304, Avg Acc: 0.4988
2022-01-23 15:41:13,243 Epoch[003/050], Step[0100/1252], Avg Loss: 2.7821, Avg Acc: 0.5098
2022-01-23 15:42:39,772 Epoch[003/050], Step[0150/1252], Avg Loss: 2.8032, Avg Acc: 0.4883
2022-01-23 15:44:06,246 Epoch[003/050], Step[0200/1252], Avg Loss: 2.8233, Avg Acc: 0.4905
2022-01-23 15:45:34,098 Epoch[003/050], Step[0250/1252], Avg Loss: 2.8215, Avg Acc: 0.4852
2022-01-23 15:47:01,404 Epoch[003/050], Step[0300/1252], Avg Loss: 2.8198, Avg Acc: 0.4869
2022-01-23 15:48:27,770 Epoch[003/050], Step[0350/1252], Avg Loss: 2.8250, Avg Acc: 0.4879
2022-01-23 15:49:53,102 Epoch[003/050], Step[0400/1252], Avg Loss: 2.8320, Avg Acc: 0.4905
2022-01-23 15:51:19,884 Epoch[003/050], Step[0450/1252], Avg Loss: 2.8300, Avg Acc: 0.4946
2022-01-23 15:52:46,234 Epoch[003/050], Step[0500/1252], Avg Loss: 2.8314, Avg Acc: 0.4937
2022-01-23 15:54:12,757 Epoch[003/050], Step[0550/1252], Avg Loss: 2.8491, Avg Acc: 0.4906
2022-01-23 15:55:39,074 Epoch[003/050], Step[0600/1252], Avg Loss: 2.8530, Avg Acc: 0.4952
2022-01-23 15:57:05,404 Epoch[003/050], Step[0650/1252], Avg Loss: 2.8462, Avg Acc: 0.4966
2022-01-23 15:58:31,151 Epoch[003/050], Step[0700/1252], Avg Loss: 2.8466, Avg Acc: 0.4918
2022-01-23 15:59:57,736 Epoch[003/050], Step[0750/1252], Avg Loss: 2.8491, Avg Acc: 0.4912
2022-01-23 16:01:23,893 Epoch[003/050], Step[0800/1252], Avg Loss: 2.8598, Avg Acc: 0.4918
2022-01-23 16:02:49,377 Epoch[003/050], Step[0850/1252], Avg Loss: 2.8671, Avg Acc: 0.4906
2022-01-23 16:04:16,529 Epoch[003/050], Step[0900/1252], Avg Loss: 2.8727, Avg Acc: 0.4873
2022-01-23 16:05:43,527 Epoch[003/050], Step[0950/1252], Avg Loss: 2.8721, Avg Acc: 0.4853
2022-01-23 16:07:11,078 Epoch[003/050], Step[1000/1252], Avg Loss: 2.8715, Avg Acc: 0.4858
2022-01-23 16:08:39,302 Epoch[003/050], Step[1050/1252], Avg Loss: 2.8686, Avg Acc: 0.4851
2022-01-23 16:10:07,112 Epoch[003/050], Step[1100/1252], Avg Loss: 2.8682, Avg Acc: 0.4857
2022-01-23 16:11:34,149 Epoch[003/050], Step[1150/1252], Avg Loss: 2.8687, Avg Acc: 0.4852
2022-01-23 16:13:01,287 Epoch[003/050], Step[1200/1252], Avg Loss: 2.8676, Avg Acc: 0.4844
2022-01-23 16:14:29,650 Epoch[003/050], Step[1250/1252], Avg Loss: 2.8726, Avg Acc: 0.4797
2022-01-23 16:14:36,855 ----- Epoch[003/050], Train Loss: 2.8726, Train Acc: 0.4797, time: 2283.65
2022-01-23 16:14:36,856 Now training epoch 4. LR=0.000010
2022-01-23 16:16:24,798 Epoch[004/050], Step[0000/1252], Avg Loss: 1.9666, Avg Acc: 0.8242
2022-01-23 16:17:51,685 Epoch[004/050], Step[0050/1252], Avg Loss: 2.8732, Avg Acc: 0.5111
2022-01-23 16:19:18,328 Epoch[004/050], Step[0100/1252], Avg Loss: 2.9395, Avg Acc: 0.5172
2022-01-23 16:20:44,991 Epoch[004/050], Step[0150/1252], Avg Loss: 2.9193, Avg Acc: 0.5323
2022-01-23 16:22:11,973 Epoch[004/050], Step[0200/1252], Avg Loss: 2.9450, Avg Acc: 0.5106
2022-01-23 16:23:39,104 Epoch[004/050], Step[0250/1252], Avg Loss: 2.9168, Avg Acc: 0.4944
2022-01-23 16:25:06,677 Epoch[004/050], Step[0300/1252], Avg Loss: 2.9194, Avg Acc: 0.4933
2022-01-23 16:26:34,125 Epoch[004/050], Step[0350/1252], Avg Loss: 2.9124, Avg Acc: 0.5004
2022-01-23 16:28:01,509 Epoch[004/050], Step[0400/1252], Avg Loss: 2.9057, Avg Acc: 0.5024
2022-01-23 16:29:28,859 Epoch[004/050], Step[0450/1252], Avg Loss: 2.9071, Avg Acc: 0.5032
2022-01-23 16:30:56,052 Epoch[004/050], Step[0500/1252], Avg Loss: 2.9109, Avg Acc: 0.5023
2022-01-23 16:32:23,409 Epoch[004/050], Step[0550/1252], Avg Loss: 2.9131, Avg Acc: 0.4925
2022-01-23 16:33:51,561 Epoch[004/050], Step[0600/1252], Avg Loss: 2.9126, Avg Acc: 0.4913
2022-01-23 16:35:18,045 Epoch[004/050], Step[0650/1252], Avg Loss: 2.9094, Avg Acc: 0.4861
